"cell_name","cell_label"
"GSM1377859","0"
"GSM1377860","0"
"GSM1377861","0"
"GSM1377862","0"
"GSM1377863","0"
"GSM1377864","0"
"GSM1377865","0"
"GSM1377866","0"
"GSM1377867","0"
"GSM1377868","0"
"GSM1377869","0"
"GSM1377870","0"
"GSM1377871","0"
"GSM1377872","0"
"GSM1377873","0"
"GSM1377874","0"
"GSM1377875","0"
"GSM1377876","0"
"GSM1377877","0"
"GSM1377878","0"
"GSM1377879","0"
"GSM1377880","0"
"GSM1377881","0"
"GSM1377882","0"
"GSM1377883","0"
"GSM1377884","0"
"GSM1377885","0"
"GSM1377886","0"
"GSM1377887","0"
"GSM1377888","0"
"GSM1377889","0"
"GSM1377890","0"
"GSM1377891","0"
"GSM1377892","0"
"GSM1377893","0"
"GSM1377894","0"
"GSM1377895","0"
"GSM1377896","0"
"GSM1377897","0"
"GSM1377898","0"
"GSM1377899","0"
"GSM1377900","0"
"GSM1377901","0"
"GSM1377902","0"
"GSM1377903","0"
"GSM1377904","0"
"GSM1377905","0"
"GSM1377906","0"
"GSM1377907","0"
